991,2285,25417
1074,2844,11024
477,4042,37927
743,2478,32324
1394,2904,40045
187,4068,25690
2199,2716,39199
1075,474,11024
1553,3236,36257
1837,2945,39374
478,1672,37927
744,108,32324
1395,534,40045
1063,3122,5686
188,1698,25690
2200,346,39199
23,3561,15305
1838,575,39374
1554,866,36257
1064,752,5686
1460,4202,27721
2162,2974,37293
399,3281,17876
728,4138,11394
24,1191,15305
2060,4239,5016
963,3507,5598
400,911,17876
1640,2954,19020
964,1137,5598
327,3308,8911
2163,604,37293
1461,1832,27721
729,1768,11394
7,913,5855
328,938,8911
2061,1869,5016
1043,3671,5542
1641,584,19020
1454,4325,9919
2330,2630,25258
839,2478,9331
7,3287,5678
2013,3282,4967
1044,1301,5542
509,3582,7460
840,108,9331
1455,1955,9919
2331,260,25258
1587,3271,15666
182,3388,5456
738,2528,6239
940,3485,4655
510,1212,7460
2014,912,4967
1321,3179,8559
183,1018,5456
2255,2938,16693
218,3984,5323
1588,901,15666
941,1115,4655
1909,3930,4901
739,158,6239
326,3919,6915
1322,809,8559
2256,568,16693
219,1614,5323
1003,2987,4498
1552,4201,15647
1910,1560,4901
327,1549,6915
647,4369,5864
1195,2790,7477
2233,3554,15357
193,2897,5135
1553,1831,15647
1004,617,4498
1881,4246,4859
648,1999,5864
341,3307,6331
1196,420,7477
194,527,5135
2234,1184,15357
1149,2674,4465
1537,2504,14803
342,937,6331
1882,1876,4859
856,2039,5800
140,3294,5123
1365,2398,7283
2221,3275,9840
1150,304,4465
1538,134,14803
1855,4176,4830
322,2240,6128
1366,28,7283
839,4322,5443
2222,905,9840
141,924,5123
909,3447,4448
399,3562,6116
1856,1806,4830
1702,3376,7415
840,1952,5443
82,3258,5037
1301,2519,5542
2177,2198,9584
910,1077,4448
1835,3343,4644
83,888,5037
400,1192,6116
1703,1006,7415
809,3375,4729
2307,4189,6736
1302,149,5542
910,4226,4319
1605,4268,6354
372,2367,5373
32,3868,4963
1836,973,4644
810,1005,4729
2308,1819,6736
1291,4349,4744
911,1856,4319
473,3518,5316
1606,1898,6354
1806,2818,4304
33,1498,4963
2275,3064,6723
656,3282,4606
1292,1979,4744
1150,2513,4236
474,1148,5316
657,912,4606
1807,448,4304
193,2957,4720
1663,4150,6083
2276,694,6723
1461,4233,4742
1151,143,4236
458,2306,5015
194,587,4720
1864,2869,4157
753,4003,4459
1664,1780,6083
1462,1863,4742
2122,3902,5565
151,2130,4574
362,2290,4589
1123,3114,4135
1566,4347,6080
1865,499,4157
754,1633,4459
1283,2235,4699
2123,1532,5565
360,4069,4526
1124,744,4135
19,3465,4362
1567,1977,6080
1798,4188,4125
826,3304,4438
2319,3239,4858
1459,4360,4671
361,1699,4526
20,1095,4362
906,2718,4103
2320,869,4858
1681,3677,5231
1799,1818,4125
827,934,4438
1460,1990,4671
249,2460,4320
509,4092,4341
907,348,4103
1859,4104,4122
1682,1307,5231
827,2846,4358
2269,4149,4788
1398,3850,4564
250,90,4320
510,1722,4341
1043,3202,4054
1504,3181,5034
828,476,4358
1860,1734,4122
2270,1779,4788
1399,1480,4564
370,4383,4319
281,3156,4240
1044,832,4054
1505,811,5034
879,4262,4336
1901,2315,4112
2226,2273,4768
1362,3569,4272
371,2013,4319
282,786,4240
1078,3013,4039
1627,3593,4992
880,1892,4336
1834,2067,4079
2301,3141,4408
1363,1199,4272
405,3547,4237
143,3903,4233
1079,643,4039
1628,1223,4992
1992,4226,4063
733,3605,4335
1191,1771,4205
144,1533,4233
2302,771,4408
406,1177,4237
895,1961,3977
734,1235,4335
1579,3667,4618
1993,1856,4063
2110,2070,4247
9,4285,4142
1359,2482,4190
407,3977,4204
1016,3229,3945
692,3623,4189
10,1915,4142
2166,3466,4047
1360,112,4190
1580,1297,4618
2015,4071,3992
408,1607,4204
1017,859,3945
1582,2367,4416
693,1253,4189
103,2145,4014
2167,1096,4047
1351,2566,4174
393,3576,4193
2016,1701,3992
922,3236,3933
2120,2633,4035
1534,3311,4243
273,3300,4011
1352,196,4174
394,1206,4193
1890,3221,3977
664,2459,4169
923,866,3933
274,930,4011
665,89,4169
1891,851,3977
1535,941,4243
376,4068,4176
2121,263,4035
1451,2766,4154
7,3272,4003
2259,3440,4027
2009,2099,3940
1748,3382,4085
610,4142,4149
377,1698,4176
1452,396,4154
2260,1070,4027
43,4150,3953
2125,2993,4023
611,1772,4149
1389,2775,4134
463,3845,4024
1749,1012,4085
1968,2131,3938
2126,623,4023
44,1780,3953
693,3753,4058
2080,4399,4018
1512,2864,4052
464,1475,4024
1390,405,4134
2081,2029,4018
1390,2101,4071
1513,494,4052
2213,2316,3982
407,2967,3977
694,1383,4058
1461,2392,3969
1676,3829,4009
2309,3259,3942
1462,22,3969
1677,1459,4009
408,597,3977
614,2484,4001
2310,889,3942
1421,2781,3967
1572,3431,3983
336,3153,3962
1422,411,3967
1573,1061,3983
337,783,3962
2334,2602,3942
1191,4141,3932
615,114,4001
399,2311,3920
1573,3896,3979
1574,1526,3979
659,2550,3966
2335,232,3942
1536,3088,3965
1537,718,3965
660,180,3966
2157,3677,3910
1651,2343,3943
1758,3807,3942
2158,1307,3910
1759,1437,3942
1509,2355,3919
