478,1672,37927
1395,534,40045
188,1698,25690
1554,866,36257
2331,260,25258
1838,575,39374
400,911,17876
3273,794,35634
1461,1832,27721
744,108,32324
4300,1212,36108
3823,88,37461
24,1191,15305
1641,584,19020
328,938,8911
2198,346,37979
1588,901,15666
2256,568,16693
3197,2160,23928
510,1212,7460
1553,1831,15647
991,2285,25417
4230,1265,35886
3745,2178,34675
5,910,6924
1538,134,14803
327,1549,6915
1455,1955,9919
2234,1184,15357
2163,604,37293
2862,1393,23660
340,938,6362
729,1768,11394
1322,809,8559
4215,477,30896
3497,265,21303
322,2240,6128
1196,420,7477
400,1192,6116
1366,28,7283
2177,2198,9584
3106,755,20825
327,927,5919
2413,291,12709
1606,1898,6354
1075,474,11024
350,938,5753
3999,468,25720
3482,274,14893
1567,1977,6080
183,1018,5456
1703,1006,7415
3115,2359,17180
219,1614,5323
840,108,9331
2491,929,11297
4122,483,21187
1302,149,5542
474,1148,5316
3440,418,12496
1681,1309,7014
1505,811,5034
739,158,6239
4398,1577,20309
3233,455,11295
9,920,5233
2222,905,9840
1664,1780,6083
1628,1223,4992
3140,1715,10369
3616,305,12214
648,1999,5864
1294,1979,4869
2762,1978,9736
194,527,5135
4111,248,10103
1462,1863,4742
2308,1819,6736
3270,1430,8400
2123,1532,5565
1283,2235,4699
3520,2054,9362
856,2039,5800
4319,500,9251
2276,694,6723
141,924,5123
3195,1813,7222
1064,752,5686
1460,1990,4671
2061,1869,5016
83,888,5037
3560,2221,9181
3070,132,6815
458,2306,5015
964,1137,5598
3876,2180,7788
2560,1244,6425
2014,912,4967
3151,2118,6752
373,2364,5004
1580,1297,4618
2996,796,6337
33,1498,4963
3750,503,8346
4306,1755,7347
2766,1562,6328
1044,1301,5542
2597,1032,6338
1910,1560,4901
395,1202,4765
1399,1480,4564
3836,401,8101
2596,1210,6071
4060,2204,6124
3253,540,6277
3605,313,8037
840,1952,5443
2487,1909,5880
3422,1563,7075
1882,1876,4859
194,587,4720
1150,304,4465
3198,1640,6152
3340,1508,6651
810,1005,4729
4263,2006,5729
2457,2014,5749
2970,2238,5971
1856,1806,4830
3323,744,6361
405,1181,4617
1190,1772,4433
3291,967,5441
3911,1375,4721
2961,2039,5178
941,1115,4655
362,2290,4589
1836,973,4644
2502,10,5636
3805,413,5427
1363,1199,4272
3994,390,4711
1807,448,4304
657,912,4606
151,2130,4574
2883,1166,5133
3353,1143,5407
2610,87,5481
1535,941,4243
2110,2070,4247
3970,1266,4666
2782,769,5103
361,1699,4526
1004,617,4498
3327,1568,5128
2691,222,4979
1151,143,4236
4323,1390,4599
2320,869,4858
2198,356,4210
20,1095,4362
3436,2100,5114
2270,1779,4788
1360,112,4190
2932,1756,5027
754,1633,4459
4318,2306,4586
1691,1309,4203
510,1722,4341
3379,1041,5019
3198,2170,4910
1352,196,4174
2645,895,4779
1837,585,4191
4140,2342,4548
910,1077,4448
250,90,4320
3851,447,4529
3237,1622,4800
1452,396,4154
1865,499,4157
2226,2273,4768
4184,2025,4498
371,2013,4319
827,934,4438
3448,2098,4441
2786,1070,4751
1124,744,4135
1845,962,4153
2598,1766,4690
828,476,4358
4344,1473,4401
478,1682,4293
2990,85,4724
1799,1818,4125
3755,238,4371
1390,405,4134
2385,1416,4584
282,786,4240
880,1892,4336
4237,1180,4392
3255,1691,4711
1860,1734,4122
3776,1001,4323
1395,544,4131
2570,728,4485
144,1533,4233
734,1235,4335
4289,1213,4346
2878,1309,4700
1901,2315,4112
3786,357,4305
1583,2364,4075
2485,1010,4441
408,1607,4204
911,1856,4319
