1553,3236,36257
187,4068,25690
743,2478,32324
477,4042,37927
991,2285,25417
1554,866,36257
1394,2904,40045
1640,2954,19020
188,1698,25690
744,108,32324
1837,2945,39374
478,1672,37927
1074,2844,11024
2199,2716,39199
1641,584,19020
1395,534,40045
1075,474,11024
399,3281,17876
1838,575,39374
182,3388,5456
2200,346,39199
728,4138,11394
1587,3271,15666
1460,4202,27721
1063,3122,5686
183,1018,5456
400,911,17876
2060,4239,5016
2162,2974,37293
729,1768,11394
1588,901,15666
1461,1832,27721
1064,752,5686
218,3984,5323
327,3308,8911
2163,604,37293
2061,1869,5016
839,2478,9331
1552,4201,15647
1454,4325,9919
219,1614,5323
328,938,8911
963,3507,5598
2330,2630,25258
2013,3282,4967
840,108,9331
1553,1831,15647
1455,1955,9919
10,917,5248
509,3582,7460
964,1137,5598
2331,260,25258
2014,912,4967
1537,2504,14803
738,2528,6239
193,2897,5135
1321,3179,8559
1043,3671,5542
510,1212,7460
1909,3930,4901
2255,2938,16693
1538,134,14803
739,158,6239
1322,809,8559
1044,1301,5542
194,527,5135
347,3308,6291
2256,568,16693
1910,1560,4901
1702,3376,7415
647,4369,5864
1195,2790,7477
140,3294,5123
348,938,6291
940,3485,4655
2233,3554,15357
1881,4246,4859
1703,1006,7415
648,1999,5864
1196,420,7477
141,924,5123
322,2240,6128
941,1115,4655
2234,1184,15357
1882,1876,4859
856,2039,5800
82,3258,5037
1605,4268,6354
399,3562,6116
1365,2398,7283
1003,2987,4498
2221,3275,9840
1855,4176,4830
839,4322,5443
1606,1898,6354
83,888,5037
1366,28,7283
400,1192,6116
1004,617,4498
2222,905,9840
1856,1806,4830
1663,4150,6083
840,1952,5443
10,3288,4993
372,2367,5373
1149,2674,4465
1301,2519,5542
2177,2198,9584
32,3868,4963
1835,3343,4644
1664,1780,6083
809,3375,4729
473,3518,5316
1302,149,5542
1150,304,4465
2307,4189,6736
1836,973,4644
33,1498,4963
1566,4347,6080
810,1005,4729
474,1148,5316
1461,4233,4742
909,3447,4448
2308,1819,6736
193,2957,4720
1806,2818,4304
1567,1977,6080
458,2306,5015
656,3282,4606
2275,3064,6723
1462,1863,4742
910,1077,4448
194,587,4720
1807,448,4304
362,2290,4589
1504,3181,5034
657,912,4606
910,4226,4319
1283,2235,4699
2276,694,6723
151,2130,4574
1864,2869,4157
326,3920,4563
1505,811,5034
753,4003,4459
911,1856,4319
2122,3902,5565
19,3465,4362
1459,4360,4671
327,1550,4563
1865,499,4157
1627,3593,4992
2123,1532,5565
754,1633,4459
1150,2513,4236
1460,1990,4671
20,1095,4362
360,4069,4526
1798,4188,4125
1628,1223,4992
2319,3239,4858
1151,143,4236
1398,3850,4564
826,3304,4438
249,2460,4320
361,1699,4526
1799,1818,4125
1579,3667,4618
1123,3114,4135
827,934,4438
250,90,4320
2320,869,4858
1399,1480,4564
509,4092,4341
1580,1297,4618
1859,4104,4122
1124,744,4135
827,2846,4358
281,3156,4240
2269,4149,4788
1288,4347,4485
510,1722,4341
1860,1734,4122
1582,2367,4416
282,786,4240
906,2718,4103
2270,1779,4788
828,476,4358
1289,1977,4485
370,4383,4319
1901,2315,4112
1681,3674,4268
907,348,4103
143,3903,4233
2226,2273,4768
733,3605,4335
1362,3569,4272
371,2013,4319
1834,2067,4079
1682,1304,4268
2301,3141,4408
1043,3202,4054
144,1533,4233
1992,4226,4063
407,3977,4204
734,1235,4335
1363,1199,4272
1993,1856,4063
1534,3311,4243
1044,832,4054
2302,771,4408
10,1915,4142
408,1607,4204
1359,2482,4190
10,4285,4079
692,3623,4189
1535,941,4243
2015,4071,3992
2110,2070,4247
1078,3013,4039
103,2145,4014
463,3845,4024
2166,3466,4047
693,1253,4189
1748,3382,4085
1360,112,4190
273,3300,4011
2016,1701,3992
1079,643,4039
464,1475,4024
664,2459,4169
1749,1012,4085
2167,1096,4047
665,89,4169
1016,3229,3945
1351,2566,4174
407,2967,3977
274,930,4011
1890,3221,3977
2120,2633,4035
1512,2864,4052
610,4142,4149
1352,196,4174
1017,859,3945
408,597,3977
43,4150,3953
1891,851,3977
44,1780,3953
2121,263,4035
1513,494,4052
922,3236,3933
611,1772,4149
336,3153,3962
158,2085,3840
1451,2766,4154
2259,3440,4027
1676,3829,4009
2009,2099,3940
923,866,3933
337,783,3962
693,3753,4058
1452,396,4154
36,2856,3804
1968,2131,3938
2260,1070,4027
1677,1459,4009
1135,3029,3845
399,2311,3920
694,1383,4058
37,486,3804
1389,2775,4134
2125,2993,4023
1796,2533,3878
422,3090,3871
1136,659,3845
1572,3431,3983
614,2484,4001
107,2378,3804
1390,405,4134
2126,623,4023
1797,163,3878
1573,1061,3983
423,720,3871
615,114,4001
954,3069,3810
14,2700,3800
1390,2101,4071
2000,4276,3864
955,699,3810
2213,2316,3982
1573,3896,3979
406,4006,3860
659,2550,3966
15,330,3800
1461,2392,3969
2082,2029,3954
2001,1906,3864
980,3249,3792
407,1636,3860
1574,1526,3979
660,180,3966
67,2307,3798
1462,22,3969
2309,3259,3942
2014,4246,3858
160,4214,3777
981,879,3792
1536,3088,3965
430,2236,3847
877,4262,3957
1421,2781,3967
2310,889,3942
2015,1876,3858
451,2394,3843
161,1844,3777
1171,2387,3788
1537,718,3965
624,3310,3809
1422,411,3967
2334,2602,3942
10,1952,3774
1908,2248,3852
452,24,3843
1172,17,3788
1651,2343,3943
625,940,3809
2335,232,3942
2039,2353,3848
1225,4270,3899
1758,3807,3942
455,2677,3826
935,2104,3783
1911,3519,3810
202,4359,3767
746,2286,3799
2300,4220,3896
456,307,3826
1912,1149,3810
949,2464,3776
1226,1900,3899
1759,1437,3942
203,1989,3767
2301,1850,3896
349,2128,3819
607,3595,3798
120,4300,3766
950,94,3776
1509,2355,3919
2034,4019,3808
121,1930,3766
1449,4120,3898
2294,3592,3887
371,2539,3806
608,1225,3798
2035,1649,3808
1010,2919,3750
19,2153,3764
1753,3924,3869
1450,1750,3898
2295,1222,3887
372,169,3806
1296,4161,3884
