478,1672,37927
1395,534,40045
1838,575,39374
1554,866,36257
2331,260,25258
188,1698,25690
2163,604,37293
1461,1832,27721
744,108,32324
2177,2198,9584
4300,1212,36108
3273,794,35634
3823,88,37461
400,911,17876
2256,568,16693
1641,584,19020
1703,1006,7415
991,2285,25417
2193,345,6271
328,938,8911
4230,1265,35886
2234,1184,15357
3197,2160,23928
1664,1780,6083
3745,2178,34675
1588,901,15666
510,1212,7460
729,1768,11394
2413,291,12709
2123,1532,5565
1553,1831,15647
4215,477,30896
2862,1393,23660
3497,265,21303
2491,929,11297
348,938,6291
1538,134,14803
1075,474,11024
2222,905,9840
2061,1869,5016
4122,483,21187
3106,755,20825
840,108,9331
322,2240,6128
3440,418,12496
1455,1955,9919
739,158,6239
2308,1819,6736
3115,2359,17180
2014,912,4967
3233,455,11295
648,1999,5864
1322,809,8559
4397,1577,16061
400,1192,6116
3140,1715,10369
2276,694,6723
1196,420,7477
3616,305,12214
1910,1560,4901
1366,28,7283
3270,1430,8400
856,2039,5800
2560,1244,6425
183,1018,5456
4111,248,10103
3520,2054,9362
2597,1032,6338
1882,1876,4859
1606,1898,6354
4319,500,9251
219,1614,5323
1064,752,5686
3195,1813,7222
3560,2221,9181
2596,1210,6071
1856,1806,4830
3070,132,6815
1567,1977,6080
3151,2118,6752
964,1137,5598
3876,2180,7788
474,1148,5316
3750,503,8346
2996,796,6337
2487,1909,5880
1302,149,5542
1836,973,4644
1044,1301,5542
4306,1755,7347
3836,401,8101
10,917,5248
1807,448,4304
1505,811,5034
2766,1562,6328
2457,2014,5749
1682,1304,4268
4060,2204,6124
840,1952,5443
3422,1563,7075
194,527,5135
1628,1223,4992
3253,540,6277
2502,10,5636
2110,2070,4247
4263,2006,5729
810,1005,4729
3198,1640,6152
3340,1508,6651
1462,1863,4742
141,924,5123
2970,2238,5971
941,1115,4655
2610,87,5481
3999,473,4900
1865,499,4157
3323,744,6361
3291,967,5441
1283,2235,4699
83,888,5037
1799,1818,4125
657,912,4606
3805,413,5427
3994,390,4711
2691,222,4979
1860,1734,4122
1460,1990,4671
458,2306,5015
2961,2039,5178
3353,1143,5407
1004,617,4498
1901,2315,4112
3970,1266,4666
2320,869,4858
2883,1166,5133
1580,1297,4618
2782,769,5103
33,1498,4963
3327,1568,5128
754,1633,4459
2932,1756,5027
4323,1390,4599
1399,1480,4564
1749,1012,4085
2270,1779,4788
194,587,4720
3237,1622,4800
910,1077,4448
3436,2100,5114
4318,2306,4586
1289,1977,4485
1834,2067,4079
2226,2273,4768
362,2290,4589
2786,1070,4751
827,934,4438
3379,1041,5019
4140,2342,4548
1993,1856,4063
1150,304,4465
2598,1766,4690
151,2130,4574
2990,85,4724
828,476,4358
3755,238,4371
4184,2025,4498
1190,1772,4433
2167,1096,4047
2385,1416,4584
327,1550,4563
3255,1691,4711
3776,1001,4323
880,1892,4336
1363,1199,4272
4344,1473,4401
2121,263,4035
2570,728,4485
361,1699,4526
3077,463,4650
3786,357,4305
734,1235,4335
1535,941,4243
4237,1180,4392
2126,623,4023
20,1095,4362
2485,1010,4441
3145,1115,4613
911,1856,4319
3593,1970,4227
3972,2039,4309
2081,2029,4018
1151,143,4236
374,2359,4359
2302,771,4408
2765,800,4598
3377,474,4178
693,1253,4189
1677,1459,4009
1360,112,4190
4141,81,4255
2677,513,4402
510,1722,4341
3085,1100,4537
3327,1920,4106
2016,1701,3992
665,89,4169
1352,196,4174
2541,2181,4374
3943,2221,4221
3032,145,4501
250,90,4320
3629,1231,4090
4282,2048,4217
1891,851,3977
1452,396,4154
